team1,team2,result1,result2,date_of_match,reference
OneTap,EYEBALLERS,0,2,2022-09-23,/matches/2359072/onetap-vs-eyeballers-esea-advanced-season-42-europe
Arvum,Fluxo,0,1,2022-09-23,/matches/2359046/arvum-vs-fluxo-cct-south-america-series-2
Eternal Fire,Evil Geniuses,0,2,2022-09-23,/matches/2357745/eternal-fire-vs-evil-geniuses-esl-pro-league-season-16
WINDINGO,Sharks,0,2,2022-09-23,/matches/2359045/windingo-vs-sharks-cct-south-america-series-2
MOUZ,ONYX,16,1,2022-09-23,/matches/2358954/mouz-vs-onyx-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
DUSTY,Lilmix,6,16,2022-09-23,/matches/2359095/dusty-vs-lilmix-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
ECSTATIC,MASONIC,19,16,2022-09-23,/matches/2359094/ecstatic-vs-masonic-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
Goliath,blacklaminate,2,1,2022-09-23,/matches/2359007/goliath-vs-blacklaminate-telkom-vs-gaming-masters-2022
ex-SKADE,Nexus,2,0,2022-09-23,/matches/2359115/ex-skade-vs-nexus-cct-central-europe-series-2
EC Brugge,Sangal,0,2,2022-09-23,/matches/2359058/ec-brugge-vs-sangal-esea-advanced-season-42-europe
Cloud9,Movistar Riders,2,0,2022-09-23,/matches/2357744/cloud9-vs-movistar-riders-esl-pro-league-season-16
MASONIC,Lilmix,16,3,2022-09-23,/matches/2359065/masonic-vs-lilmix-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
ECSTATIC,DUSTY,16,13,2022-09-23,/matches/2359064/ecstatic-vs-dusty-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
Infinity,Magic School Bus,1,2,2022-09-23,/matches/2359090/infinity-vs-magic-school-bus-esea-advanced-season-42-north-america
Red Wolves,REIGN,2,1,2022-09-23,/matches/2359093/red-wolves-vs-reign-esea-advanced-season-42-north-america
Villainous Union,Snakes Den,1,2,2022-09-23,/matches/2359091/villainous-union-vs-snakes-den-esea-advanced-season-42-north-america
MIBR Academy,Isurus,1,2,2022-09-23,/matches/2359044/mibr-academy-vs-isurus-cct-south-america-series-2
Eros,X13,0,2,2022-09-23,/matches/2359092/eros-vs-x13-esea-advanced-season-42-north-america
Brazen,Kari,2,1,2022-09-23,/matches/2359002/brazen-vs-kari-esl-challenger-league-season-42-north-america
Detonate,ATK,0,2,2022-09-23,/matches/2358906/detonate-vs-atk-esl-challenger-league-season-42-north-america
Los Grandes Academy,Daotsu,1,2,2022-09-23,/matches/2359087/los-grandes-academy-vs-daotsu-kabum-challenge-cup-2
9z Academy,Mad Kings,1,2,2022-09-23,/matches/2359121/9z-academy-vs-mad-kings-americas-supercup-2022
TeamOne,Unjustified,2,0,2022-09-23,/matches/2358802/teamone-vs-unjustified-esl-challenger-league-season-42-north-america
BHOP,ATK,2,1,2022-09-23,/matches/2358873/bhop-vs-atk-esl-challenger-league-season-42-north-america
FUSION,Daotsu,1,2,2022-09-23,/matches/2359043/fusion-vs-daotsu-cct-south-america-series-2
EG Black,TeamOne,0,2,2022-09-23,/matches/2358794/eg-black-vs-teamone-esl-challenger-league-season-42-north-america
MOB,Mad Kings,2,0,2022-09-23,/matches/2359086/mob-vs-mad-kings-americas-supercup-2022
