team1,team2,result1,result2,date_of_match,reference
SKADE,Iron Branch,16,8,2022-09-09,/matches/2358633/skade-vs-iron-branch-esl-challenger-rotterdam-2022-europe-open-qualifier-1
Tricked,Into the Breach,16,9,2022-09-09,/matches/2358634/tricked-vs-into-the-breach-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1WIN,Looking For Org,16,5,2022-09-09,/matches/2358632/1win-vs-looking-for-org-esl-challenger-rotterdam-2022-europe-open-qualifier-1
Limitless,boyfriend peek,2,1,2022-09-09,/matches/2358640/limitless-vs-boyfriend-peek-fragadelphia-17-last-chance-qualifier
Red Wolves,Firstwave,1,2,2022-09-09,/matches/2358658/red-wolves-vs-firstwave-fragadelphia-17-last-chance-qualifier
Touch Point,Zenigma,0,2,2022-09-09,/matches/2358650/touch-point-vs-zenigma-fragadelphia-17-last-chance-qualifier
TeamOne,Victorum,2,0,2022-09-09,/matches/2358649/teamone-vs-victorum-fragadelphia-17-last-chance-qualifier
Vireo.pro,InControl,2,0,2022-09-09,/matches/2358637/vireopro-vs-incontrol-fragadelphia-17-last-chance-qualifier
BLVKHVND,Revel,2,0,2022-09-09,/matches/2358651/blvkhvnd-vs-revel-fragadelphia-17-last-chance-qualifier
X13,All Gas No Brakes,2,0,2022-09-09,/matches/2358630/x13-vs-all-gas-no-brakes-fragadelphia-17-last-chance-qualifier
G2,FTW,2,0,2022-09-09,/matches/2357714/g2-vs-ftw-esl-pro-league-season-16
O PLANO,Fluxo,13,16,2022-09-09,/matches/2358660/o-plano-vs-fluxo-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
FURIA Academy,Paquetá,16,12,2022-09-09,/matches/2358659/furia-academy-vs-paquet-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
The Union,Fluxo,7,16,2022-09-09,/matches/2358657/the-union-vs-fluxo-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Isurus,Sharks,10,16,2022-09-09,/matches/2358656/isurus-vs-sharks-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Corinthians,O PLANO,8,16,2022-09-09,/matches/2358655/corinthians-vs-o-plano-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Stars Horizon,FURIA Academy,10,16,2022-09-09,/matches/2358646/stars-horizon-vs-furia-academy-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Paquetá,AFundaa,16,1,2022-09-09,/matches/2358648/paquet-vs-afundaa-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Fluxo,SWS,16,7,2022-09-09,/matches/2358647/fluxo-vs-sws-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Detonate,Red Wolves,2,1,2022-09-09,/matches/2358620/detonate-vs-red-wolves-fragadelphia-17-last-chance-qualifier
Stone,Isurus,11,16,2022-09-09,/matches/2358644/stone-vs-isurus-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Corinthians,Liberty,16,3,2022-09-09,/matches/2358645/corinthians-vs-liberty-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Sharks,Furious,16,12,2022-09-09,/matches/2358643/sharks-vs-furious-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Meta BR,Daotsu,0,2,2022-09-09,/matches/2358612/meta-br-vs-daotsu-cbcs-masters-festival-2022-finals
The Union,Rehl,16,6,2022-09-09,/matches/2358642/the-union-vs-rehl-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
EG Black,Snakes Den,2,0,2022-09-09,/matches/2358624/eg-black-vs-snakes-den-fragadelphia-17-last-chance-qualifier
Victorum,Touch Point,2,1,2022-09-09,/matches/2358618/victorum-vs-touch-point-fragadelphia-17-last-chance-qualifier
Iron Branch,1PIN,28,25,2022-09-09,/matches/2358628/iron-branch-vs-1pin-esl-challenger-rotterdam-2022-europe-open-qualifier-1
O PLANO,Boca Juniors,16,6,2022-09-09,/matches/2358641/o-plano-vs-boca-juniors-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
Wolsung,Monte,5,16,2022-09-09,/matches/2358631/wolsung-vs-monte-esl-challenger-rotterdam-2022-europe-open-qualifier-1
Into the Breach,Young Ninjas,16,8,2022-09-09,/matches/2358629/into-the-breach-vs-young-ninjas-esl-challenger-rotterdam-2022-europe-open-qualifier-1
7AM,Limitless,2,1,2022-09-09,/matches/2358616/7am-vs-limitless-fragadelphia-17-last-chance-qualifier
Apeks,Esoteric,2,0,2022-09-09,/matches/2358626/apeks-vs-esoteric-fragadelphia-17-last-chance-qualifier
fnatic Rising,Looking For Org,12,16,2022-09-09,/matches/2358627/fnatic-rising-vs-looking-for-org-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1WIN,TITANS,16,12,2022-09-09,/matches/2358625/1win-vs-titans-esl-challenger-rotterdam-2022-europe-open-qualifier-1
BIG Academy,X13,2,0,2022-09-09,/matches/2358615/big-academy-vs-x13-fragadelphia-17-last-chance-qualifier
UNGENTIUM,SKADE,13,16,2022-09-09,/matches/2358623/ungentium-vs-skade-esl-challenger-rotterdam-2022-europe-open-qualifier-1
