team1,team2,result1,result2,date_of_match,reference
ex-Holkattes,MIBR Academy,2,1,2022-08-18,/matches/2357971/ex-holkattes-vs-mibr-academy-cct-south-america-series-1
MIBR fe,B4 fe,2,0,2022-08-18,/matches/2357965/mibr-fe-vs-b4-fe-monster-energy-bgs-bomb-b-women-cup-2022
Daotsu,SWS,2,1,2022-08-18,/matches/2357970/daotsu-vs-sws-cct-south-america-series-1
Into the Breach,Hotspurs,2,1,2022-08-18,/matches/2357827/into-the-breach-vs-hotspurs-elisa-invitational-fall-2022-contenders
Tricked,schadE halt,2,1,2022-08-18,/matches/2357826/tricked-vs-schade-halt-elisa-invitational-fall-2022-contenders
00NATION,Fluxo,2,1,2022-08-18,/matches/2357912/00nation-vs-fluxo-iem-road-to-rio-2022-south-america-open-qualifier-1
paiN,MIBR,16,12,2022-08-18,/matches/2357911/pain-vs-mibr-iem-road-to-rio-2022-south-america-open-qualifier-1
Rehl,Isurus,2,1,2022-08-18,/matches/2357969/rehl-vs-isurus-cct-south-america-series-1
MIBR,Fluxo,2,1,2022-08-18,/matches/2357909/mibr-vs-fluxo-iem-road-to-rio-2022-south-america-open-qualifier-1
paiN,00NATION,2,0,2022-08-18,/matches/2357910/pain-vs-00nation-iem-road-to-rio-2022-south-america-open-qualifier-1
Complexity,Gaimin Gladiators,16,9,2022-08-18,/matches/2357927/complexity-vs-gaimin-gladiators-iem-road-to-rio-2022-north-america-open-qualifier-1
homeless,Redragon,0,2,2022-08-18,/matches/2357968/homeless-vs-redragon-cct-south-america-series-1
