team1,team2,result1,result2,date_of_match,reference
EC Brugge,Illyrians,1,2,2022-10-01,/matches/2359314/ec-brugge-vs-illyrians-cct-south-europe-series-1-closed-qualifier
IMMA PROBLEM,SKADE X,1,2,2022-10-01,/matches/2359315/imma-problem-vs-skade-x-cct-north-europe-series-1-closed-qualifier
Vitality,G2,2,0,2022-10-01,/matches/2358334/vitality-vs-g2-esl-pro-league-season-16
Illuminar,Nemiga,0,1,2022-10-01,/matches/2359326/illuminar-vs-nemiga-cct-north-europe-series-1-closed-qualifier
777,Nemiga,1,2,2022-10-01,/matches/2359318/777-vs-nemiga-cct-north-europe-series-1-closed-qualifier
SSP,TTC,0,2,2022-10-01,/matches/2359330/ssp-vs-ttc-fragster-league-season-2
eSuba,Partizan,0,2,2022-10-01,/matches/2359317/esuba-vs-partizan-cct-south-europe-series-1-closed-qualifier
SNOGARD Dragons,Party Daddlers,1,2,2022-10-01,/matches/2359329/snogard-dragons-vs-party-daddlers-fragster-league-season-2
OG,Endpoint,2,1,2022-10-01,/matches/2359316/og-vs-endpoint-cct-central-europe-series-2
Liquid,Cloud9,2,1,2022-10-01,/matches/2358333/liquid-vs-cloud9-esl-pro-league-season-16
Illyrians,ToA,2,1,2022-10-01,/matches/2359311/illyrians-vs-toa-cct-south-europe-series-1-closed-qualifier
Partizan,Viary,2,0,2022-10-01,/matches/2359310/partizan-vs-viary-cct-south-europe-series-1-closed-qualifier
SMIX,Nemiga,0,2,2022-10-01,/matches/2359312/smix-vs-nemiga-cct-north-europe-series-1-closed-qualifier
JANO,SKADE X,0,2,2022-10-01,/matches/2359313/jano-vs-skade-x-cct-north-europe-series-1-closed-qualifier
eSuba,ECLOT,2,1,2022-10-01,/matches/2359304/esuba-vs-eclot-sazka-eleague-fall-2022
fnatic Rising,PACT,2,0,2022-10-01,/matches/2359287/fnatic-rising-vs-pact-esea-advanced-season-42-europe
forZe,Into the Breach,2,0,2022-10-01,/matches/2359306/forze-vs-into-the-breach-cct-central-europe-series-2
Entropiq Prague,Cryptova,2,0,2022-10-01,/matches/2359303/entropiq-prague-vs-cryptova-sazka-eleague-fall-2022
John Industries,gamers innit,2,1,2022-10-01,/matches/2359324/john-industries-vs-gamers-innit-clash-of-rivals-spring-2022
Davenport University,Phantom Troupe,2,1,2022-10-01,/matches/2359293/davenport-university-vs-phantom-troupe-cct-north-america-series-1
Infinity,REIGN,2,1,2022-10-01,/matches/2359295/infinity-vs-reign-cct-north-america-series-1
The Union,Isurus,2,3,2022-10-01,/matches/2359291/the-union-vs-isurus-americas-supercup-2022
Electrify Steel,BHOP,1,2,2022-10-01,/matches/2359292/electrify-steel-vs-bhop-cct-north-america-series-1
Strife,Sojoga,0,2,2022-10-01,/matches/2359294/strife-vs-sojoga-cct-north-america-series-1
