team1,team2,result1,result2,date_of_match,reference
OneTap,X,2,1,2022-09-24,/matches/2359157/onetap-vs-x-esea-advanced-season-42-europe
B8,ARCRED,2,0,2022-09-24,/matches/2359156/b8-vs-arcred-esea-advanced-season-42-europe
Corinthians,Fluxo,1,2,2022-09-24,/matches/2359166/corinthians-vs-fluxo-cct-south-america-series-2
eSuba,Into the Breach,0,2,2022-09-24,/matches/2359120/esuba-vs-into-the-breach-cct-central-europe-series-2
Cloud9,FURIA,2,0,2022-09-24,/matches/2357749/cloud9-vs-furia-esl-pro-league-season-16
ex-SKADE,LF0,2,0,2022-09-24,/matches/2359128/ex-skade-vs-lf0-esea-advanced-season-42-europe
Isurus,Ape Gang,16,8,2022-09-24,/matches/2359169/isurus-vs-ape-gang-americas-supercup-2022
Eternal Fire,0to100,16,5,2022-09-24,/matches/2359108/eternal-fire-vs-0to100-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
EC Brugge,LeeK,2,0,2022-09-24,/matches/2359153/ec-brugge-vs-leek-esea-advanced-season-42-europe
K23,HONORIS,2,1,2022-09-24,/matches/2359119/k23-vs-honoris-cct-central-europe-series-2
ENCE,777,16,13,2022-09-24,/matches/2359099/ence-vs-777-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
Liquid,Eternal Fire,0,2,2022-09-24,/matches/2357748/liquid-vs-eternal-fire-esl-pro-league-season-16
SC,Levadia,2,0,2022-09-24,/matches/2359182/sc-vs-levadia-telia-estonia-cup-2022-finals
Meta BR,Isurus,0,2,2022-09-24,/matches/2359165/meta-br-vs-isurus-cct-south-america-series-2
777,Copenhagen Flames,19,16,2022-09-24,/matches/2359098/777-vs-copenhagen-flames-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
ENCE,HAVU,13,16,2022-09-24,/matches/2359097/ence-vs-havu-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
Nixuh,Goliath,2,0,2022-09-24,/matches/2359180/nixuh-vs-goliath-telkom-vs-gaming-masters-2022
0to100,Strive in chaos,16,6,2022-09-24,/matches/2359107/0to100-vs-strive-in-chaos-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
Copenhagen Flames,HAVU,12,16,2022-09-24,/matches/2359067/copenhagen-flames-vs-havu-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
Movistar Riders,Evil Geniuses,0,2,2022-09-24,/matches/2357747/movistar-riders-vs-evil-geniuses-esl-pro-league-season-16
los kogutos,Illuminar,0,2,2022-09-24,/matches/2359118/los-kogutos-vs-illuminar-cct-central-europe-series-2
ex-SKADE,Eternal Fire,16,11,2022-09-24,/matches/2359106/ex-skade-vs-eternal-fire-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
ENCE,777,16,6,2022-09-24,/matches/2359066/ence-vs-777-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
Eternal Fire,Strive in chaos,16,6,2022-09-24,/matches/2358957/eternal-fire-vs-strive-in-chaos-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
AirBNB Incident,gold medalists,0,2,2022-09-24,/matches/2359177/airbnb-incident-vs-gold-medalists-brisvegas-spring-2022
blingus,Ozone,2,0,2022-09-24,/matches/2359176/blingus-vs-ozone-brisvegas-spring-2022
ex-SKADE,0to100,16,9,2022-09-24,/matches/2358956/ex-skade-vs-0to100-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
blingus,AirBNB Incident,7,16,2022-09-24,/matches/2359174/blingus-vs-airbnb-incident-brisvegas-spring-2022
gold medalists,Ozone,16,9,2022-09-24,/matches/2359173/gold-medalists-vs-ozone-brisvegas-spring-2022
ATK,EG White,13,16,2022-09-24,/matches/2359162/atk-vs-eg-white-ace-north-american-masters-fall-2022-blast-premier-qualifier
TeamOne,Brazen,2,0,2022-09-24,/matches/2358569/teamone-vs-brazen-esl-challenger-league-season-42-north-america
EG White,Brazen,1,0,2022-09-24,/matches/2359161/eg-white-vs-brazen-ace-north-american-masters-fall-2022-blast-premier-qualifier
Strife,ATK,16,12,2022-09-24,/matches/2359160/strife-vs-atk-ace-north-american-masters-fall-2022-blast-premier-qualifier
Detonate,Vendetta,0,2,2022-09-24,/matches/2358572/detonate-vs-vendetta-esl-challenger-league-season-42-north-america
ATK,Brazen,16,2,2022-09-24,/matches/2359132/atk-vs-brazen-ace-north-american-masters-fall-2022-blast-premier-qualifier
EG White,Strife,17,19,2022-09-24,/matches/2359131/eg-white-vs-strife-ace-north-american-masters-fall-2022-blast-premier-qualifier
Boca Juniors,ODDIK,0,2,2022-09-24,/matches/2359048/boca-juniors-vs-oddik-cct-south-america-series-2
Nouns,BHOP,16,11,2022-09-24,/matches/2359149/nouns-vs-bhop-ace-north-american-masters-fall-2022-blast-premier-qualifier
Isurus,Mad Kings,16,3,2022-09-24,/matches/2359125/isurus-vs-mad-kings-americas-supercup-2022
Sojoga,BHOP,12,16,2022-09-24,/matches/2359139/sojoga-vs-bhop-ace-north-american-masters-fall-2022-blast-premier-qualifier
Furious,The Union,6,16,2022-09-24,/matches/2359124/furious-vs-the-union-americas-supercup-2022
