team1,team2,result1,result2,date_of_match,reference
Kari,Detonate,0,1,2022-09-16,/matches/2358890/kari-vs-detonate-cct-north-america-series-1
Furious,Meta BR,16,12,2022-09-16,/matches/2358910/furious-vs-meta-br-fireleague-latin-power-fall-2022-blast-premier-qualifier
fnatic,PACT,16,9,2022-09-16,/matches/2358934/fnatic-vs-pact-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
Enterprise,allStars,2,1,2022-09-16,/matches/2358931/enterprise-vs-allstars-twr-eastern-european-masters-fall-2022-last-chance-qualifier
Eternal Fire,forZe,2,0,2022-09-16,/matches/2358917/eternal-fire-vs-forze-esl-challenger-rotterdam-2022-europe-closed-qualifier
ODDIK,Isurus,16,14,2022-09-16,/matches/2358909/oddik-vs-isurus-fireleague-latin-power-fall-2022-blast-premier-qualifier
Redragon,B4 Academy,2,1,2022-09-16,/matches/2358911/redragon-vs-b4-academy-cct-south-america-series-2
Tricked,fnatic Rising,2,0,2022-09-16,/matches/2358918/tricked-vs-fnatic-rising-esl-challenger-rotterdam-2022-europe-closed-qualifier
1WIN,Iron Branch,0,2,2022-09-16,/matches/2358915/1win-vs-iron-branch-esl-challenger-rotterdam-2022-europe-closed-qualifier
Genk,PACT,8,16,2022-09-16,/matches/2358929/genk-vs-pact-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
ENCE,MOUZ,0,2,2022-09-16,/matches/2357731/ence-vs-mouz-esl-pro-league-season-16
WINDINGO,Mad Kings,12,16,2022-09-16,/matches/2358908/windingo-vs-mad-kings-fireleague-latin-power-fall-2022-blast-premier-qualifier
fnatic,LDLC,10,16,2022-09-16,/matches/2358928/fnatic-vs-ldlc-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
0to100,Hatred,2,0,2022-09-16,/matches/2358930/0to100-vs-hatred-twr-eastern-european-masters-fall-2022-last-chance-qualifier
LDLC,PACT,16,11,2022-09-16,/matches/2358844/ldlc-vs-pact-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
forZe,Iron Branch,1,2,2022-09-16,/matches/2358863/forze-vs-iron-branch-esl-challenger-rotterdam-2022-europe-closed-qualifier
1WIN,Eternal Fire,2,1,2022-09-16,/matches/2358864/1win-vs-eternal-fire-esl-challenger-rotterdam-2022-europe-closed-qualifier
Heroic,Complexity,2,0,2022-09-16,/matches/2357730/heroic-vs-complexity-esl-pro-league-season-16
fnatic,Genk,16,11,2022-09-16,/matches/2358843/fnatic-vs-genk-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
Sprout,Tricked,2,0,2022-09-16,/matches/2358865/sprout-vs-tricked-esl-challenger-rotterdam-2022-europe-closed-qualifier
fnatic Rising,Entropiq,0,2,2022-09-16,/matches/2358866/fnatic-rising-vs-entropiq-esl-challenger-rotterdam-2022-europe-closed-qualifier
Astralis,HEET,1,2,2022-09-16,/matches/2357729/astralis-vs-heet-esl-pro-league-season-16
Take Flyte,Victorum,1,2,2022-09-16,/matches/2358887/take-flyte-vs-victorum-cct-north-america-series-1
Fluxo,Paquetá,2,0,2022-09-16,/matches/2358882/fluxo-vs-paquet-esl-challenger-rotterdam-2022-south-america-closed-qualifier
Phantom Troupe,TeamOne,0,2,2022-09-16,/matches/2358576/phantom-troupe-vs-teamone-esl-challenger-league-season-42-north-america
MIBR,Unjustified,2,0,2022-09-16,/matches/2358807/mibr-vs-unjustified-esl-challenger-league-season-42-north-america
Detonate,Nouns,1,2,2022-09-16,/matches/2358286/detonate-vs-nouns-esl-challenger-league-season-42-north-america
Iron Blood,BHOP,0,2,2022-09-16,/matches/2358884/iron-blood-vs-bhop-esl-challenger-rotterdam-2022-north-america-open-qualifier-2
Davenport University,Sojoga,0,2,2022-09-16,/matches/2358886/davenport-university-vs-sojoga-cct-north-america-series-1
Infinity,DNA,2,0,2022-09-16,/matches/2358885/infinity-vs-dna-cct-north-america-series-1
Victorum,ATK,0,2,2022-09-16,/matches/2358285/victorum-vs-atk-esl-challenger-league-season-42-north-america
9z,Fluxo,16,7,2022-09-16,/matches/2358905/9z-vs-fluxo-fireleague-latin-power-fall-2022-blast-premier-qualifier
Paquetá,ex-Holkattes,0,1,2022-09-16,/matches/2358859/paquet-vs-ex-holkattes-cct-south-america-series-2
Paquetá,O PLANO,2,1,2022-09-16,/matches/2358883/paquet-vs-o-plano-esl-challenger-rotterdam-2022-south-america-closed-qualifier
Isurus,Meta BR,16,10,2022-09-16,/matches/2358606/isurus-vs-meta-br-fireleague-latin-power-fall-2022-blast-premier-qualifier
JoinTheForce,LowLandLions,2,1,2022-09-16,/matches/2358832/jointheforce-vs-lowlandlions-betfirst-elite-series-summer-split-2022
All Gas No Brakes,Limitless,0,1,2022-09-16,/matches/2358891/all-gas-no-brakes-vs-limitless-cct-north-america-series-1
