team1,team2,result1,result2,date_of_match,reference
Anonymo,Into the Breach,2,0,2022-09-25,/matches/2359155/anonymo-vs-into-the-breach-esea-advanced-season-42-europe
Meta BR,Mad Kings,2,0,2022-09-25,/matches/2359172/meta-br-vs-mad-kings-americas-supercup-2022
1PIN,HOTU,2,0,2022-09-25,/matches/2359140/1pin-vs-hotu-scl-season-6
NAVI Junior,GUESS,2,0,2022-09-25,/matches/2359199/navi-junior-vs-guess-rog-stand-with-ukraine-cup-2022
9 Pandas,Iron Branch,0,2,2022-09-25,/matches/2359154/9-pandas-vs-iron-branch-esea-advanced-season-42-europe
Cloud9,Liquid,0,2,2022-09-25,/matches/2357750/cloud9-vs-liquid-esl-pro-league-season-16
Isurus,Fluxo,1,2,2022-09-25,/matches/2359193/isurus-vs-fluxo-cct-south-america-series-2
ECSTATIC,MASONIC,2,1,2022-09-25,/matches/2359102/ecstatic-vs-masonic-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
FURIA,Evil Geniuses,2,0,2022-09-25,/matches/2357752/furia-vs-evil-geniuses-esl-pro-league-season-16
BIG Academy,eSuba,0,2,2022-09-25,/matches/2359185/big-academy-vs-esuba-cct-central-europe-series-2
EC Brugge,DOGS,1,2,2022-09-25,/matches/2359201/ec-brugge-vs-dogs-esea-autumn-2022-cash-cup-1-europe
Movistar Riders,Eternal Fire,0,2,2022-09-25,/matches/2357751/movistar-riders-vs-eternal-fire-esl-pro-league-season-16
The Union,River Plate,16,5,2022-09-25,/matches/2359171/the-union-vs-river-plate-americas-supercup-2022
TAG,LDLC,1,2,2022-09-25,/matches/2359158/tag-vs-ldlc-esea-advanced-season-42-europe
JANO,HOTU,0,2,2022-09-25,/matches/2359127/jano-vs-hotu-esea-advanced-season-42-europe
HONORIS,Enterprise,2,1,2022-09-25,/matches/2359184/honoris-vs-enterprise-cct-central-europe-series-2
GUESS,MixUA,2,1,2022-09-25,/matches/2359198/guess-vs-mixua-rog-stand-with-ukraine-cup-2022
Sharks,Paquetá,0,2,2022-09-25,/matches/2359192/sharks-vs-paquet-cct-south-america-series-2
UNGENTIUM,DOGS,0,2,2022-09-25,/matches/2359188/ungentium-vs-dogs-esea-autumn-2022-cash-cup-1-europe
Flames Shieldmaidens,MostValuablePlayers,0,2,2022-09-25,/matches/2359189/flames-shieldmaidens-vs-mostvaluableplayers-esl-impact-autumn-2022-cash-cup-1-europe
EC Brugge,Nemiga,2,0,2022-09-25,/matches/2359187/ec-brugge-vs-nemiga-esea-autumn-2022-cash-cup-1-europe
MOUZ,Eternal Fire,1,2,2022-09-25,/matches/2359110/mouz-vs-eternal-fire-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
MASONIC,HAVU,2,0,2022-09-25,/matches/2359101/masonic-vs-havu-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
ex-SKADE,los kogutos,0,2,2022-09-25,/matches/2359183/ex-skade-vs-los-kogutos-cct-central-europe-series-2
TRAFFIC Tashkent,STORM,2,0,2022-09-25,/matches/2359200/traffic-tashkent-vs-storm-frag-club-tournament-uzbekistan-2022
Bravado,Nixuh,1,3,2022-09-25,/matches/2359181/bravado-vs-nixuh-telkom-vs-gaming-masters-2022
ECSTATIC,ENCE,2,0,2022-09-25,/matches/2359100/ecstatic-vs-ence-pelaajat-nordic-masters-fall-2022-blast-premier-qualifier
ex-SKADE,SINNERS,1,2,2022-09-25,/matches/2359109/ex-skade-vs-sinners-twr-eastern-european-masters-fall-2022-blast-premier-qualifier
gold medalists,AirBNB Incident,0,2,2022-09-25,/matches/2359179/gold-medalists-vs-airbnb-incident-brisvegas-spring-2022
Strife,Nouns,1,2,2022-09-25,/matches/2359164/strife-vs-nouns-ace-north-american-masters-fall-2022-blast-premier-qualifier
Iron Blood,Mythic,19,15,2022-09-25,/matches/2359191/iron-blood-vs-mythic-esea-autumn-2022-cash-cup-1-north-america
Kari,Sojoga,14,16,2022-09-25,/matches/2359190/kari-vs-sojoga-esea-autumn-2022-cash-cup-1-north-america
AirBNB Incident,blingus,2,0,2022-09-25,/matches/2359178/airbnb-incident-vs-blingus-brisvegas-spring-2022
Black Dragons fe,W7M fe,2,0,2022-09-25,/matches/2359186/black-dragons-fe-vs-w7m-fe-esl-impact-autumn-2022-cash-cup-1-south-america
Paquetá,ODDIK,2,0,2022-09-25,/matches/2359168/paquet-vs-oddik-cct-south-america-series-2
TeamOne,EG White,2,0,2022-09-25,/matches/2359163/teamone-vs-eg-white-ace-north-american-masters-fall-2022-blast-premier-qualifier
MOB,Furious,2,1,2022-09-25,/matches/2359170/mob-vs-furious-americas-supercup-2022
Daotsu,Sharks,0,2,2022-09-25,/matches/2359167/daotsu-vs-sharks-cct-south-america-series-2
