team1,team2,result1,result2,date_of_match,reference
Sangal,Entropiq,2,0,2022-08-23,/matches/2358094/sangal-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-3
B8,HEET,2,0,2022-08-23,/matches/2358095/b8-vs-heet-iem-road-to-rio-2022-europe-open-qualifier-3
Redragon,ex-Holkattes,2,0,2022-08-23,/matches/2358200/redragon-vs-ex-holkattes-cct-south-america-series-1
FANTASY,1PIN,19,17,2022-08-23,/matches/2358085/fantasy-vs-1pin-iem-road-to-rio-2022-europe-open-qualifier-3
Tricked,X,2,0,2022-08-23,/matches/2357867/tricked-vs-x-cct-central-europe-series-1
GRGECHI,HEET,7,16,2022-08-23,/matches/2358090/grgechi-vs-heet-iem-road-to-rio-2022-europe-open-qualifier-3
Entropiq,Nemiga,16,12,2022-08-23,/matches/2358089/entropiq-vs-nemiga-iem-road-to-rio-2022-europe-open-qualifier-3
Eternal Fire,GamerLegion,16,13,2022-08-23,/matches/2358086/eternal-fire-vs-gamerlegion-iem-road-to-rio-2022-europe-open-qualifier-3
ECSTATIC,Finest,16,14,2022-08-23,/matches/2358087/ecstatic-vs-finest-iem-road-to-rio-2022-europe-open-qualifier-3
B8,AVANGAR,16,9,2022-08-23,/matches/2358091/b8-vs-avangar-iem-road-to-rio-2022-europe-open-qualifier-3
los kogutos,RCL,16,2,2022-08-23,/matches/2358084/los-kogutos-vs-rcl-iem-road-to-rio-2022-europe-open-qualifier-3
Budapest Five,Sangal,9,16,2022-08-23,/matches/2358088/budapest-five-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-3
SAW,1PIN,14,16,2022-08-23,/matches/2358062/saw-vs-1pin-iem-road-to-rio-2022-europe-open-qualifier-3
HEET,EC Kyiv,16,14,2022-08-23,/matches/2358077/heet-vs-ec-kyiv-iem-road-to-rio-2022-europe-open-qualifier-3
Fourteen,RCL,15,19,2022-08-23,/matches/2358061/fourteen-vs-rcl-iem-road-to-rio-2022-europe-open-qualifier-3
AVANGAR,Wolsung,16,14,2022-08-23,/matches/2358080/avangar-vs-wolsung-iem-road-to-rio-2022-europe-open-qualifier-3
SINNERS,Nemiga,13,16,2022-08-23,/matches/2358074/sinners-vs-nemiga-iem-road-to-rio-2022-europe-open-qualifier-3
LF0,FANTASY,14,16,2022-08-23,/matches/2358063/lf0-vs-fantasy-iem-road-to-rio-2022-europe-open-qualifier-3
Endpoint,GRGECHI,10,16,2022-08-23,/matches/2358079/endpoint-vs-grgechi-iem-road-to-rio-2022-europe-open-qualifier-3
Astralis,los kogutos,8,16,2022-08-23,/matches/2358060/astralis-vs-los-kogutos-iem-road-to-rio-2022-europe-open-qualifier-3
ECSTATIC,OneTap,16,9,2022-08-23,/matches/2358066/ecstatic-vs-onetap-iem-road-to-rio-2022-europe-open-qualifier-3
B8,Movistar Riders,16,9,2022-08-23,/matches/2358082/b8-vs-movistar-riders-iem-road-to-rio-2022-europe-open-qualifier-3
GamerLegion,Zero Tenacity,16,11,2022-08-23,/matches/2358065/gamerlegion-vs-zero-tenacity-iem-road-to-rio-2022-europe-open-qualifier-3
Eternal Fire,EYEBALLERS,16,6,2022-08-23,/matches/2358064/eternal-fire-vs-eyeballers-iem-road-to-rio-2022-europe-open-qualifier-3
Partizan,Finest,11,16,2022-08-23,/matches/2358070/partizan-vs-finest-iem-road-to-rio-2022-europe-open-qualifier-3
Sashi,Sangal,7,16,2022-08-23,/matches/2358072/sashi-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-3
PALOMA,KOVA,2,1,2022-08-23,/matches/2357866/paloma-vs-kova-cct-central-europe-series-1
TAG,Entropiq,7,16,2022-08-23,/matches/2358075/tag-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-3
BLUEJAYS,Budapest Five,8,16,2022-08-23,/matches/2358073/bluejays-vs-budapest-five-iem-road-to-rio-2022-europe-open-qualifier-3
PROSPECTS,schadE halt,2,1,2022-08-23,/matches/2358071/prospects-vs-schade-halt-elisa-invitational-fall-2022-contenders
Encore,VERTEX,2,1,2022-08-23,/matches/2358058/encore-vs-vertex-iem-road-to-rio-2022-oceania-open-qualifier-2
EC Kyiv,Monte,0,2,2022-08-23,/matches/2357863/ec-kyiv-vs-monte-cct-central-europe-series-1
ECLOT,SC,2,0,2022-08-23,/matches/2357865/eclot-vs-sc-cct-central-europe-series-1
KOVA,Sashi,1,2,2022-08-23,/matches/2358069/kova-vs-sashi-elisa-invitational-fall-2022-contenders
DGG,Antic,2,1,2022-08-23,/matches/2358059/dgg-vs-antic-iem-road-to-rio-2022-oceania-open-qualifier-2
Illuminar,EYEBALLERS,2,1,2022-08-23,/matches/2357864/illuminar-vs-eyeballers-cct-central-europe-series-1
9z,O PLANO,16,8,2022-08-23,/matches/2358009/9z-vs-o-plano-iem-road-to-rio-2022-south-america-open-qualifier-2
O PLANO,Fluxo,2,1,2022-08-23,/matches/2358008/o-plano-vs-fluxo-iem-road-to-rio-2022-south-america-open-qualifier-2
Case,9z,1,2,2022-08-23,/matches/2358007/case-vs-9z-iem-road-to-rio-2022-south-america-open-qualifier-2
