team1,team2,result1,result2,date_of_match,reference
MIBR,9z,1,2,2022-10-15,/matches/2359379/mibr-vs-9z-flow-fireleague-2022-global-finals
Sangal,Copenhagen Flames,0,2,2022-10-15,/matches/2359647/sangal-vs-copenhagen-flames-cct-north-europe-series-1
OneTap,KTRL,2,1,2022-10-15,/matches/2359654/onetap-vs-ktrl-jaxi-league-balkan-series-2022
K23,Sprout,1,2,2022-10-15,/matches/2358310/k23-vs-sprout-esl-challenger-league-season-42-europe
Young Ninjas,PROSPECTS,16,8,2022-10-15,/matches/2359472/young-ninjas-vs-prospects-weplay-academy-league-season-6
NeedDOCTOR,HAVU,0,2,2022-10-15,/matches/2359625/needdoctor-vs-havu-cct-south-europe-series-1
Aurora,fnatic Rising,0,2,2022-10-15,/matches/2359630/aurora-vs-fnatic-rising-esl-challenger-league-season-42-europe-relegation
Tricked,CEPTER,16,6,2022-10-15,/matches/2359669/tricked-vs-cepter-npf-invitational-2022
BIG Academy,Astralis Talent,12,16,2022-10-15,/matches/2359471/big-academy-vs-astralis-talent-weplay-academy-league-season-6
Lausanne SE,SHAPE,2,1,2022-10-15,/matches/2359369/lausanne-se-vs-shape-swisscom-hero-league-fall-2022-finals
9INE,ex-TITANS,2,1,2022-10-15,/matches/2359646/9ine-vs-ex-titans-cct-north-europe-series-1
Ninjas in Pyjamas,Lilmix,2,0,2022-10-15,/matches/2359403/ninjas-in-pyjamas-vs-lilmix-svenska-cupen-2022
CEPTER,Astralis Talent,1,2,2022-10-15,/matches/2359666/cepter-vs-astralis-talent-npf-invitational-2022
Spirit,WINDINGO,2,0,2022-10-15,/matches/2359378/spirit-vs-windingo-flow-fireleague-2022-global-finals
MIBR Academy,Young Ninjas,4,16,2022-10-15,/matches/2359446/mibr-academy-vs-young-ninjas-weplay-academy-league-season-6
Copenhagen Flames,ex-SKADE,0,2,2022-10-15,/matches/2359624/copenhagen-flames-vs-ex-skade-cct-south-europe-series-1
NeedDOCTOR,allStars,2,0,2022-10-15,/matches/2359571/needdoctor-vs-allstars-jaxi-league-balkan-series-2022
Movistar Riders,Eternal Fire,0,2,2022-10-15,/matches/2359552/movistar-riders-vs-eternal-fire-esl-challenger-rotterdam-2022
Spirit Academy,ENCE Academy,19,17,2022-10-15,/matches/2359475/spirit-academy-vs-ence-academy-weplay-academy-league-season-6
eSuba,Entropiq Prague,2,0,2022-10-15,/matches/2359642/esuba-vs-entropiq-prague-slovak-national-championship-2022
Atlantic,Tricked,9,16,2022-10-15,/matches/2359668/atlantic-vs-tricked-npf-invitational-2022
ex-Finest,EYEBALLERS,0,2,2022-10-15,/matches/2359402/ex-finest-vs-eyeballers-svenska-cupen-2022
Sashi,Tricked,7,16,2022-10-15,/matches/2359667/sashi-vs-tricked-npf-invitational-2022
ALTERNATE aTTaX,BLUEJAYS,2,0,2022-10-15,/matches/2359623/alternate-attax-vs-bluejays-cct-south-europe-series-1
Atlantic,Brøndby,16,12,2022-10-15,/matches/2359665/atlantic-vs-brndby-npf-invitational-2022
OG Academy,MOUZ NXT,4,16,2022-10-15,/matches/2359467/og-academy-vs-mouz-nxt-weplay-academy-league-season-6
Into the Breach,HAVU,2,0,2022-10-15,/matches/2359645/into-the-breach-vs-havu-cct-north-europe-series-1
Outsiders,Fluxo,2,0,2022-10-15,/matches/2359551/outsiders-vs-fluxo-esl-challenger-rotterdam-2022
Tricked,Astralis Talent,1,2,2022-10-15,/matches/2359652/tricked-vs-astralis-talent-npf-invitational-2022
Entropiq Prague,Cryptova,2,0,2022-10-15,/matches/2359641/entropiq-prague-vs-cryptova-slovak-national-championship-2022
CEPTER,Atlantic,2,0,2022-10-15,/matches/2359655/cepter-vs-atlantic-npf-invitational-2022
ECSTATIC,UNGENTIUM,2,1,2022-10-15,/matches/2359644/ecstatic-vs-ungentium-cct-north-europe-series-1
Nixuh,Eternal Fire,0,2,2022-10-15,/matches/2359550/nixuh-vs-eternal-fire-esl-challenger-rotterdam-2022
Brøndby,Flames Ascent,16,13,2022-10-15,/matches/2359653/brndby-vs-flames-ascent-npf-invitational-2022
struggletony,Sashi,7,16,2022-10-15,/matches/2359656/struggletony-vs-sashi-npf-invitational-2022
NAVI Junior,BLINK,0,1,2022-10-15,/matches/2359622/navi-junior-vs-blink-cct-south-europe-series-1
Red Wolves,Victorum,2,1,2022-10-15,/matches/2359631/red-wolves-vs-victorum-esl-challenger-league-season-42-north-america-relegation
Villainous Union,Snakes Den,1,2,2022-10-15,/matches/2359632/villainous-union-vs-snakes-den-esl-challenger-league-season-42-north-america-relegation
CEPTER,struggletony,2,1,2022-10-15,/matches/2359639/cepter-vs-struggletony-npf-invitational-2022
Atlantic,Sashi,2,1,2022-10-15,/matches/2359640/atlantic-vs-sashi-npf-invitational-2022
TeamOne,Fluxo,1,2,2022-10-15,/matches/2359549/teamone-vs-fluxo-esl-challenger-rotterdam-2022
iNation,KTRL,1,2,2022-10-15,/matches/2359535/ination-vs-ktrl-jaxi-league-balkan-series-2022
Flames Ascent,Astralis Talent,0,2,2022-10-15,/matches/2359638/flames-ascent-vs-astralis-talent-npf-invitational-2022
Imperial,Isurus,2,0,2022-10-15,/matches/2359377/imperial-vs-isurus-flow-fireleague-2022-global-finals
