team1,team2,result1,result2,date_of_match,reference
Natus Vincere,Illuminar,16,5,2022-10-04,/matches/2358395/natus-vincere-vs-illuminar-iem-road-to-rio-2022-europe-rmr-b
MOUZ,OG,16,10,2022-10-04,/matches/2358402/mouz-vs-og-iem-road-to-rio-2022-europe-rmr-b
BIG,Sangal,16,3,2022-10-04,/matches/2358399/big-vs-sangal-iem-road-to-rio-2022-europe-rmr-b
ENCE,HEET,16,8,2022-10-04,/matches/2358396/ence-vs-heet-iem-road-to-rio-2022-europe-rmr-b
Heroic,SAW,16,5,2022-10-04,/matches/2358397/heroic-vs-saw-iem-road-to-rio-2022-europe-rmr-b
Falcons,K23,16,9,2022-10-04,/matches/2358401/falcons-vs-k23-iem-road-to-rio-2022-europe-rmr-b
Vitality,FANTASY,16,6,2022-10-04,/matches/2358398/vitality-vs-fantasy-iem-road-to-rio-2022-europe-rmr-b
Outsiders,Monte,16,9,2022-10-04,/matches/2358400/outsiders-vs-monte-iem-road-to-rio-2022-europe-rmr-b
Ninjas in Pyjamas,Astralis,16,12,2022-10-04,/matches/2358389/ninjas-in-pyjamas-vs-astralis-iem-road-to-rio-2022-europe-rmr-a
Aurora,fnatic,4,16,2022-10-04,/matches/2358394/aurora-vs-fnatic-iem-road-to-rio-2022-europe-rmr-a
FaZe,GamerLegion,28,25,2022-10-04,/matches/2358387/faze-vs-gamerlegion-iem-road-to-rio-2022-europe-rmr-a
Spirit,1WIN,16,9,2022-10-04,/matches/2358388/spirit-vs-1win-iem-road-to-rio-2022-europe-rmr-a
DGG,Elemental,2,0,2022-10-04,/matches/2359223/dgg-vs-elemental-lpl-pro-league-season-11
Cloud9,B8,16,6,2022-10-04,/matches/2358391/cloud9-vs-b8-iem-road-to-rio-2022-europe-rmr-a
G2,ECSTATIC,16,0,2022-10-04,/matches/2358390/g2-vs-ecstatic-iem-road-to-rio-2022-europe-rmr-a
Antic,Warriors,2,1,2022-10-04,/matches/2359222/antic-vs-warriors-lpl-pro-league-season-11
Sprout,forZe,19,17,2022-10-04,/matches/2358393/sprout-vs-forze-iem-road-to-rio-2022-europe-rmr-a
Bad News Eagles,Eternal Fire,16,14,2022-10-04,/matches/2358392/bad-news-eagles-vs-eternal-fire-iem-road-to-rio-2022-europe-rmr-a
