team1,team2,result1,result2,date_of_match,reference
Encore,Antic,16,14,2022-09-11,/matches/2358669/encore-vs-antic-fortress-oce-masters-fall-2022-blast-premier-qualifier
ODDIK,FURIA Academy,18,22,2022-09-11,/matches/2358760/oddik-vs-furia-academy-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
B4 Academy,ex-Young Gods,0,2,2022-09-11,/matches/2358697/b4-academy-vs-ex-young-gods-cct-south-america-series-2
Davenport University,EG Black,1,2,2022-09-11,/matches/2358744/davenport-university-vs-eg-black-fragadelphia-17
Paquetá,Rehl,16,8,2022-09-11,/matches/2358758/paquet-vs-rehl-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
O PLANO,Corinthians,16,6,2022-09-11,/matches/2358759/o-plano-vs-corinthians-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
Iron Blood,Victorum,2,1,2022-09-11,/matches/2358743/iron-blood-vs-victorum-fragadelphia-17
The Union,FUSION,16,7,2022-09-11,/matches/2358757/the-union-vs-fusion-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
loloNaMente,ODDIK,8,16,2022-09-11,/matches/2358754/lolonamente-vs-oddik-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
Corinthians,Selecao do bt0,16,13,2022-09-11,/matches/2358750/corinthians-vs-selecao-do-bt0-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
Rehl,Boca Juniors,16,5,2022-09-11,/matches/2358751/rehl-vs-boca-juniors-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
Detonate,Electrify Steel,1,2,2022-09-11,/matches/2358739/detonate-vs-electrify-steel-fragadelphia-17
Isurus,FUSION,6,16,2022-09-11,/matches/2358749/isurus-vs-fusion-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
Apeks,Squirtle Squad,2,0,2022-09-11,/matches/2358734/apeks-vs-squirtle-squad-fragadelphia-17
Furious,Los Grandes Academy,2,1,2022-09-11,/matches/2358696/furious-vs-los-grandes-academy-cct-south-america-series-2
The Union,paiN Academy,16,11,2022-09-11,/matches/2358747/the-union-vs-pain-academy-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
Paquetá,ozbonz,16,5,2022-09-11,/matches/2358748/paquet-vs-ozbonz-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
O PLANO,MIBR Academy,16,12,2022-09-11,/matches/2358745/o-plano-vs-mibr-academy-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
FURIA Academy,Sharks,16,4,2022-09-11,/matches/2358746/furia-academy-vs-sharks-esl-challenger-rotterdam-2022-south-america-open-qualifier-2
HAVU,Iron Branch,19,22,2022-09-11,/matches/2358738/havu-vs-iron-branch-esl-challenger-rotterdam-2022-europe-open-qualifier-2
ThunderFlash,Young Ninjas,16,19,2022-09-11,/matches/2358740/thunderflash-vs-young-ninjas-esl-challenger-rotterdam-2022-europe-open-qualifier-2
Budapest Five,AVANGAR,9,16,2022-09-11,/matches/2358742/budapest-five-vs-avangar-esl-challenger-rotterdam-2022-europe-open-qualifier-2
Illuminar,HONORIS,11,16,2022-09-11,/matches/2358741/illuminar-vs-honoris-esl-challenger-rotterdam-2022-europe-open-qualifier-2
ECSTATIC,B8,19,17,2022-09-11,/matches/2358733/ecstatic-vs-b8-esl-challenger-rotterdam-2022-europe-open-qualifier-2
fnatic Rising,SKADE,16,11,2022-09-11,/matches/2358735/fnatic-rising-vs-skade-esl-challenger-rotterdam-2022-europe-open-qualifier-2
Beyond Possible,BLUEJAYS,5,16,2022-09-11,/matches/2358737/beyond-possible-vs-bluejays-esl-challenger-rotterdam-2022-europe-open-qualifier-2
PACT,NASR,11,16,2022-09-11,/matches/2358736/pact-vs-nasr-esl-challenger-rotterdam-2022-europe-open-qualifier-2
BLVKHVND,Davenport University,1,2,2022-09-11,/matches/2358729/blvkhvnd-vs-davenport-university-fragadelphia-17
Argon,Victorum,1,2,2022-09-11,/matches/2358726/argon-vs-victorum-fragadelphia-17
