team1,team2,result1,result2,date_of_match,reference
Meta BR,00NATION,9,16,2022-08-17,/matches/2357908/meta-br-vs-00nation-iem-road-to-rio-2022-south-america-open-qualifier-1
Los Grandes Academy,Stars Horizon,0,2,2022-08-17,/matches/2357967/los-grandes-academy-vs-stars-horizon-cct-south-america-series-1
OG,Portuguese Family,2,0,2022-08-17,/matches/2357962/og-vs-portuguese-family-iem-road-to-rio-2022-europe-open-qualifier-1
Sprout,Falcons,16,14,2022-08-17,/matches/2357960/sprout-vs-falcons-iem-road-to-rio-2022-europe-open-qualifier-1
MOUZ,Aurora,16,6,2022-08-17,/matches/2357961/mouz-vs-aurora-iem-road-to-rio-2022-europe-open-qualifier-1
River Plate,Boca Juniors,2,1,2022-08-17,/matches/2357966/river-plate-vs-boca-juniors-cct-south-america-series-1
Aurora,Falcons,13,16,2022-08-17,/matches/2357956/aurora-vs-falcons-iem-road-to-rio-2022-europe-open-qualifier-1
MOUZ,Sprout,14,16,2022-08-17,/matches/2357957/mouz-vs-sprout-iem-road-to-rio-2022-europe-open-qualifier-1
Portuguese Family,ECSTATIC,16,9,2022-08-17,/matches/2357959/portuguese-family-vs-ecstatic-iem-road-to-rio-2022-europe-open-qualifier-1
BLUEJAYS,OG,9,16,2022-08-17,/matches/2357958/bluejays-vs-og-iem-road-to-rio-2022-europe-open-qualifier-1
ECLOT,SKADE X,2,1,2022-08-17,/matches/2357825/eclot-vs-skade-x-elisa-invitational-fall-2022-contenders
MASONIC,PROSPECTS,2,1,2022-08-17,/matches/2357824/masonic-vs-prospects-elisa-invitational-fall-2022-contenders
ex-Holkattes,Boca Juniors,2,0,2022-08-17,/matches/2357780/ex-holkattes-vs-boca-juniors-cct-south-america-series-1
ODDIK,paiN,4,16,2022-08-17,/matches/2357907/oddik-vs-pain-iem-road-to-rio-2022-south-america-open-qualifier-1
Gaimin Gladiators,Brazen,2,0,2022-08-17,/matches/2357926/gaimin-gladiators-vs-brazen-iem-road-to-rio-2022-north-america-open-qualifier-1
Fluxo,Paquetá,16,5,2022-08-17,/matches/2357906/fluxo-vs-paquet-iem-road-to-rio-2022-south-america-open-qualifier-1
The Union,MIBR,8,16,2022-08-17,/matches/2357905/the-union-vs-mibr-iem-road-to-rio-2022-south-america-open-qualifier-1
Complexity,Strife,2,0,2022-08-17,/matches/2357925/complexity-vs-strife-iem-road-to-rio-2022-north-america-open-qualifier-1
paiN,Isurus,16,5,2022-08-17,/matches/2357901/pain-vs-isurus-iem-road-to-rio-2022-south-america-open-qualifier-1
Sharks,00NATION,14,16,2022-08-17,/matches/2357904/sharks-vs-00nation-iem-road-to-rio-2022-south-america-open-qualifier-1
Rehl,Capivara Strong,1,2,2022-08-17,/matches/2357779/rehl-vs-capivara-strong-cct-south-america-series-1
Arvum,Paquetá,11,16,2022-08-17,/matches/2357899/arvum-vs-paquet-iem-road-to-rio-2022-south-america-open-qualifier-1
ARCTIC,Meta BR,8,16,2022-08-17,/matches/2357903/arctic-vs-meta-br-iem-road-to-rio-2022-south-america-open-qualifier-1
ODDIK,Los Grandes,16,10,2022-08-17,/matches/2357902/oddik-vs-los-grandes-iem-road-to-rio-2022-south-america-open-qualifier-1
MIBR,B4,16,8,2022-08-17,/matches/2357897/mibr-vs-b4-iem-road-to-rio-2022-south-america-open-qualifier-1
The Union,Leviatan SSJ,16,8,2022-08-17,/matches/2357898/the-union-vs-leviatan-ssj-iem-road-to-rio-2022-south-america-open-qualifier-1
Fluxo,Furious,16,9,2022-08-17,/matches/2357900/fluxo-vs-furious-iem-road-to-rio-2022-south-america-open-qualifier-1
Strife,Detonate,16,11,2022-08-17,/matches/2357922/strife-vs-detonate-iem-road-to-rio-2022-north-america-open-qualifier-1
Kari,Brazen,13,16,2022-08-17,/matches/2357923/kari-vs-brazen-iem-road-to-rio-2022-north-america-open-qualifier-1
OG,Falcons,1,2,2022-08-17,/matches/2357954/og-vs-falcons-iem-road-to-rio-2022-europe-open-qualifier-1
Complexity,ONET4P,16,4,2022-08-17,/matches/2357921/complexity-vs-onet4p-iem-road-to-rio-2022-north-america-open-qualifier-1
Vendetta,Gaimin Gladiators,5,16,2022-08-17,/matches/2357924/vendetta-vs-gaimin-gladiators-iem-road-to-rio-2022-north-america-open-qualifier-1
BLUEJAYS,Aurora,1,2,2022-08-17,/matches/2357952/bluejays-vs-aurora-iem-road-to-rio-2022-europe-open-qualifier-1
