team1,team2,result1,result2,date_of_match,reference
KOVA,MASONIC,0,2,2022-08-24,/matches/2358230/kova-vs-masonic-cct-central-europe-series-1
ECSTATIC,HEET,2,0,2022-08-24,/matches/2358102/ecstatic-vs-heet-iem-road-to-rio-2022-europe-open-qualifier-3
EC Kyiv,X,2,0,2022-08-24,/matches/2358229/ec-kyiv-vs-x-cct-central-europe-series-1
Eternal Fire,Sangal,16,10,2022-08-24,/matches/2358100/eternal-fire-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-3
FANTASY,B8,0,1,2022-08-24,/matches/2358101/fantasy-vs-b8-iem-road-to-rio-2022-europe-open-qualifier-3
Entropiq,HEET,9,16,2022-08-24,/matches/2358098/entropiq-vs-heet-iem-road-to-rio-2022-europe-open-qualifier-3
los kogutos,ECSTATIC,9,16,2022-08-24,/matches/2358099/los-kogutos-vs-ecstatic-iem-road-to-rio-2022-europe-open-qualifier-3
B8,Sangal,2,16,2022-08-24,/matches/2358097/b8-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-3
FANTASY,Eternal Fire,0,1,2022-08-24,/matches/2358096/fantasy-vs-eternal-fire-iem-road-to-rio-2022-europe-open-qualifier-3
Sampi,Beyond Possible,1,2,2022-08-24,/matches/2358228/sampi-vs-beyond-possible-cct-central-europe-series-1
Tricked,MASONIC,1,2,2022-08-24,/matches/2358078/tricked-vs-masonic-elisa-invitational-fall-2022-contenders
EYEBALLERS,SC,1,2,2022-08-24,/matches/2358227/eyeballers-vs-sc-cct-central-europe-series-1
EC Kyiv,ECLOT,2,0,2022-08-24,/matches/2358076/ec-kyiv-vs-eclot-elisa-invitational-fall-2022-contenders
Strife,timbermen,0,2,2022-08-24,/matches/2358196/strife-vs-timbermen-esl-challenger-league-season-42-north-america
River Plate,SWS,0,2,2022-08-24,/matches/2358202/river-plate-vs-sws-cct-south-america-series-1
ECSTATIC,Eternal Fire,1,2,2022-08-24,/matches/2358093/ecstatic-vs-eternal-fire-iem-road-to-rio-2022-europe-open-qualifier-3
los kogutos,FANTASY,1,2,2022-08-24,/matches/2358092/los-kogutos-vs-fantasy-iem-road-to-rio-2022-europe-open-qualifier-3
MIBR Academy,Isurus,1,2,2022-08-24,/matches/2358201/mibr-academy-vs-isurus-cct-south-america-series-1
