team1,team2,result1,result2,date_of_match,reference
9INE,forZe,1,2,2022-09-06,/matches/2358301/9ine-vs-forze-esl-challenger-league-season-42-europe
TITANS,SC,1,2,2022-09-06,/matches/2358562/titans-vs-sc-steelseries-nova-cup-western-europe-fall-2022
Strive in chaos,0to100,2,1,2022-09-06,/matches/2358583/strive-in-chaos-vs-0to100-res-season-3
VP.Prodigy,AVANGAR,1,2,2022-09-06,/matches/2358587/vpprodigy-vs-avangar-cyberpark-cup-2022
BLUEJAYS,Partizan,2,1,2022-09-06,/matches/2358589/bluejays-vs-partizan-res-season-3
ROYALS,SC,0,2,2022-09-06,/matches/2358561/royals-vs-sc-steelseries-nova-cup-western-europe-fall-2022
TAG,RCL,2,0,2022-09-06,/matches/2358588/tag-vs-rcl-cyberpark-cup-2022
Hotspurs,Sashi,1,2,2022-09-06,/matches/2358526/hotspurs-vs-sashi-elisa-invitational-fall-2022-contenders
Tricked,777,2,0,2022-09-06,/matches/2358525/tricked-vs-777-elisa-invitational-fall-2022-contenders
BHOP,Squirtle Squad,1,2,2022-09-06,/matches/2358577/bhop-vs-squirtle-squad-esl-challenger-league-season-42-north-america
TeamOne,Infinity,16,8,2022-09-06,/matches/2358184/teamone-vs-infinity-iem-road-to-rio-2022-north-america-open-qualifier-3
