team1,team2,result1,result2,date_of_match,reference
Falcons,ECSTATIC,2,1,2022-09-07,/matches/2357814/falcons-vs-ecstatic-esl-challenger-league-season-42-europe
fnatic,SC,2,1,2022-09-07,/matches/2358565/fnatic-vs-sc-steelseries-nova-cup-western-europe-fall-2022
G2,MIBR,2,0,2022-09-07,/matches/2357710/g2-vs-mibr-esl-pro-league-season-16
0to100,BLUEJAYS,2,0,2022-09-07,/matches/2358591/0to100-vs-bluejays-res-season-3
Bad News Eagles,UNGENTIUM,2,0,2022-09-07,/matches/2357813/bad-news-eagles-vs-ungentium-esl-challenger-league-season-42-europe
Outsiders,BIG,2,0,2022-09-07,/matches/2357709/outsiders-vs-big-esl-pro-league-season-16
Movistar Riders,SC,12,16,2022-09-07,/matches/2358564/movistar-riders-vs-sc-steelseries-nova-cup-western-europe-fall-2022
AVANGAR,9 Pandas,0,2,2022-09-07,/matches/2358590/avangar-vs-9-pandas-cyberpark-cup-2022
fnatic,ECLOT,16,6,2022-09-07,/matches/2358563/fnatic-vs-eclot-steelseries-nova-cup-western-europe-fall-2022
EYEBALLERS,B8,2,0,2022-09-07,/matches/2358528/eyeballers-vs-b8-elisa-invitational-fall-2022-contenders
Russia U18,Kazakhstan U18,1,2,2022-09-07,/matches/2358600/russia-u18-vs-kazakhstan-u18-cybertour-u18-cup-2022
FaZe,FTW,2,0,2022-09-07,/matches/2357708/faze-vs-ftw-esl-pro-league-season-16
SKADE X,MASONIC,0,2,2022-09-07,/matches/2358527/skade-x-vs-masonic-elisa-invitational-fall-2022-contenders
Strife,Phantom Troupe,21,25,2022-09-07,/matches/2358597/strife-vs-phantom-troupe-esl-challenger-rotterdam-2022-north-america-open-qualifier-1
BHOP,TeamOne,14,16,2022-09-07,/matches/2358595/bhop-vs-teamone-esl-challenger-rotterdam-2022-north-america-open-qualifier-1
timbermen,Heroic,16,9,2022-09-07,/matches/2358596/timbermen-vs-heroic-esl-challenger-rotterdam-2022-north-america-open-qualifier-1
EG Black,Vendetta,12,16,2022-09-07,/matches/2358594/eg-black-vs-vendetta-esl-challenger-rotterdam-2022-north-america-open-qualifier-1
