team1,team2,result1,result2,date_of_match,reference
FaZe,Complexity,2,1,2022-09-27,/matches/2358325/faze-vs-complexity-esl-pro-league-season-16
LDLC,ex-SKADE,1,2,2022-09-27,/matches/2359212/ldlc-vs-ex-skade-esea-advanced-season-42-europe
HEET,SINNERS,2,1,2022-09-27,/matches/2358307/heet-vs-sinners-esl-challenger-league-season-42-europe
Endpoint,K23,1,0,2022-09-27,/matches/2359207/endpoint-vs-k23-cct-central-europe-series-2
fnatic,Liquid,1,2,2022-09-27,/matches/2358326/fnatic-vs-liquid-esl-pro-league-season-16
EYEBALLERS,ECLOT,0,2,2022-09-27,/matches/2359144/eyeballers-vs-eclot-elisa-invitational-fall-2022
Sprout,Bad News Eagles,1,2,2022-09-27,/matches/2359143/sprout-vs-bad-news-eagles-elisa-invitational-fall-2022
VERTEX,CAMO,2,0,2022-09-27,/matches/2359220/vertex-vs-camo-lpl-pro-league-season-11
yellow,Nut-E,0,1,2022-09-27,/matches/2359221/yellow-vs-nut-e-lpl-pro-league-season-11
Villainous Union,LAG,2,1,2022-09-27,/matches/2359136/villainous-union-vs-lag-esea-advanced-season-42-north-america
REIGN,Earlybirds,0,2,2022-09-27,/matches/2359135/reign-vs-earlybirds-esea-advanced-season-42-north-america
EG Black,Mythic,2,0,2022-09-27,/matches/2358574/eg-black-vs-mythic-esl-challenger-league-season-42-north-america
Victorum,BHOP,0,2,2022-09-27,/matches/2358573/victorum-vs-bhop-esl-challenger-league-season-42-north-america
Meta BR,River Plate,2,1,2022-09-27,/matches/2359215/meta-br-vs-river-plate-americas-supercup-2022
