team1,team2,result1,result2,date_of_match,reference
AVEZ,los kogutos,2,1,2022-10-10,/matches/2359436/avez-vs-los-kogutos-cct-central-europe-series-3-closed-qualifier
Cryptova,AVANGAR,2,1,2022-10-10,/matches/2359531/cryptova-vs-avangar-cct-central-europe-series-3-closed-qualifier
BLUEJAYS,WLG,2,0,2022-10-10,/matches/2359409/bluejays-vs-wlg-cct-south-europe-series-1
Tricked,NeedDOCTOR,2,0,2022-10-10,/matches/2359408/tricked-vs-needdoctor-cct-south-europe-series-1
AVANGAR,Anonymo,2,0,2022-10-10,/matches/2359435/avangar-vs-anonymo-cct-central-europe-series-3-closed-qualifier
los kogutos,Beyond Possible,2,0,2022-10-10,/matches/2359433/los-kogutos-vs-beyond-possible-cct-central-europe-series-3-closed-qualifier
SINNERS,Sashi,2,1,2022-10-10,/matches/2359348/sinners-vs-sashi-elisa-invitational-fall-2022
Cryptova,Entropiq Prague,0,2,2022-10-10,/matches/2359434/cryptova-vs-entropiq-prague-cct-central-europe-series-3-closed-qualifier
GoodJob,X,2,0,2022-10-10,/matches/2359407/goodjob-vs-x-cct-south-europe-series-1
ex-SKADE,Zero Tenacity,2,0,2022-10-10,/matches/2359406/ex-skade-vs-zero-tenacity-cct-south-europe-series-1
Magic School Bus,Villainous Union,3,1,2022-10-10,/matches/2359397/magic-school-bus-vs-villainous-union-esea-advanced-season-42-north-america
Complexity,Imperial,1,2,2022-10-10,/matches/2358384/complexity-vs-imperial-iem-road-to-rio-2022-americas-rmr
