team1,team2,result1,result2,date_of_match,reference
NeedDOCTOR,Illyrians,2,1,2022-10-02,/matches/2359340/needdoctor-vs-illyrians-cct-south-europe-series-1-closed-qualifier
Irie Legacy,SHAPE,1,2,2022-10-02,/matches/2359302/irie-legacy-vs-shape-swisscom-hero-league-fall-2022
TITANS,Young Ninjas,2,0,2022-10-02,/matches/2359328/titans-vs-young-ninjas-cct-north-europe-series-1-closed-qualifier
ECLOT,Iron Branch,1,2,2022-10-02,/matches/2359320/eclot-vs-iron-branch-esea-advanced-season-42-europe
HOTU,TAG,1,2,2022-10-02,/matches/2359364/hotu-vs-tag-fastcup-grand-tour-2022
LDLC,PROSPECTS,1,2,2022-10-02,/matches/2359327/ldlc-vs-prospects-cct-north-europe-series-1-closed-qualifier
OG Academy,Partizan,0,2,2022-10-02,/matches/2359339/og-academy-vs-partizan-cct-south-europe-series-1-closed-qualifier
mYinsanity,Lausanne SE,1,2,2022-10-02,/matches/2359301/myinsanity-vs-lausanne-se-swisscom-hero-league-fall-2022
Genk,EC Brugge,1,3,2022-10-02,/matches/2359159/genk-vs-ec-brugge-betfirst-elite-series-summer-split-2022-finals
Spirit Academy,TAG,1,2,2022-10-02,/matches/2359354/spirit-academy-vs-tag-fastcup-grand-tour-2022
9 Pandas,Zero Tenacity,0,2,2022-10-02,/matches/2359338/9-pandas-vs-zero-tenacity-cct-south-europe-series-1-closed-qualifier
MALCO,ROYALS,0,2,2022-10-02,/matches/2359346/malco-vs-royals-bybit-world-series-of-gaming-2022
Copenhagen Flames,SKADE X,2,0,2022-10-02,/matches/2359325/copenhagen-flames-vs-skade-x-cct-north-europe-series-1-closed-qualifier
Party Daddlers,TTC,0,1,2022-10-02,/matches/2359336/party-daddlers-vs-ttc-fragster-league-season-2
AVANGAR,TAG,0,2,2022-10-02,/matches/2359345/avangar-vs-tag-fastcup-grand-tour-2022
HOTU,Spirit Academy,2,0,2022-10-02,/matches/2359344/hotu-vs-spirit-academy-fastcup-grand-tour-2022
SNOGARD Dragons,SSP,2,0,2022-10-02,/matches/2359335/snogard-dragons-vs-ssp-fragster-league-season-2
ALTERNATE aTTaX,KTRL,2,0,2022-10-02,/matches/2359337/alternate-attax-vs-ktrl-cct-south-europe-series-1-closed-qualifier
John Industries,Platinum Blonde,2,0,2022-10-02,/matches/2359342/john-industries-vs-platinum-blonde-clash-of-rivals-spring-2022
gamers innit,Platinum Blonde,1,2,2022-10-02,/matches/2359341/gamers-innit-vs-platinum-blonde-clash-of-rivals-spring-2022
BHOP,Davenport University,2,1,2022-10-02,/matches/2359323/bhop-vs-davenport-university-cct-north-america-series-1
Levendi,Platinum Blonde,0,2,2022-10-02,/matches/2359331/levendi-vs-platinum-blonde-clash-of-rivals-spring-2022
Sojoga,Infinity,2,0,2022-10-02,/matches/2359322/sojoga-vs-infinity-cct-north-america-series-1
forZe,OG,2,1,2022-10-02,/matches/2359332/forze-vs-og-cct-central-europe-series-2
